what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738519516731
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738519524986
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1738519536187
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738519543463
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738519548901
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1738519549891
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738519552564
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738519555287
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1738519558685
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1738519574697
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1738519581544
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1738519606570
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1738519609945
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.selectAll",1738519611342
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1738519615063
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1738519629649
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.selectAll",1738519630561
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1738519631227
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738519631761
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738519648488
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1738519651203
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738519677078
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738519679840
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1738519689433
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1738519707199
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1738519711813
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738519719781
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738519752145
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738519766665
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738519770109
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738519779003
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738519798294
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738519815906
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738519831966
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738519833171
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738519838417
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738519852289
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738519868006
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738519876993
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738519880261
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738519888672
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738519909844
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738519943138
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738519956143
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738519972228
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738519986595
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738519999217
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738520001451
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1738520001937
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.selectAll",1738520002553
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1738520003146
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738520004869
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738520213695
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1738520226833
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1738520232538
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.cut",1738520271980
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1738520274153
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.format",1738520275730
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1738520283918
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1738520311073
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1738520316136
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1738520350637
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.selectAll",1738520352056
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1738520352763
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738520356109
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738520453278
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1738520456018
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738520476224
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738520477279
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.closeUnrelatedProjects",1738520477304
closed,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1738520477691
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1738520481719
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1738520481795
started,bundle,org.eclipse.jdt.apt.core,3.3.401.R36_v20100727-0110,"org.eclipse.jdt.apt.core",1738520482335
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.301.R36_v20100727-0110,"org.eclipse.jdt.apt.pluggable.core",1738520482358
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1738520876341
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.cut",1738520918830
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1738520921496
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1738520951796
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1738520954884
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1738520977062
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1738520981093
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1738520984520
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1738521010119
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1738521039908
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1738521081120
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1738521085236
